date | value
2009-06-05 | 31369.255208
2019-03-17 | 0.000001
2014-04-25 | 0.000001
2018-09-09 | 0.000001
2020-05-03 | 25112.132696
2012-03-04 | -1
2015-12-23 | 0.000001
2022-07-15 | 82752.17959
2018-05-27 | 1000000.50
2021-03-12 | 0
2009-10-01 | 0.000001
2015-01-19 | -1
2015-04-04 | 24386.35148
2020-12-08 | 41133.856708
2017-07-11 | 0.000001
2015-04-26 | 0.000001
2019-12-19 | 44610.3488
2009-05-19 | 67329.8765
2024-10-20 | 58601.670457
2021-11-13 | 0.000001
2012-12-09 | 3796.38374
2009-01-23 | 0
2024-06-28 | 0.000001
2024-03-30 | 1000000.50
2025-08-18 | 64656.119466
2010-08-20 | 41444.106955
2015-06-02 | 88013.579661
2015-04-10 | 70118.378021
2020-05-07 | 1000000.50
2018-11-28 | 2147483648
2020-01-13 | 29961.058803
2023-09-08 | 72083.994457
2014-10-18 | 1000000.50
2025-09-24 | 33079.136412
2012-05-06 | -1
2014-03-23 | -1
2012-09-18 | 4369.252359
2015-09-28 | 0.000001
2009-06-22 | 55392.156703
2016-07-30 | 0.000001
2022-12-21 | 6280.724473
2015-09-11 | 60278.300523
2016-05-15 | 38000.945952
2020-04-24 | 82651.420294
2015-08-24 | 2147483648
2018-12-09 | 48566.175632
2014-04-03 | 31890.376448
2015-03-19 | 0.000001
2011-06-24 | 66902.19636
2022-07-14 | 2147483648
2022-03-07 | 21701.659999
2023-09-14 | -1
2010-02-08 | 92083.499082
2013-03-16 | 44884.373214
2020-10-02 | 0
2015-08-01 | 1000000.50
2016-04-10 | 0
2013-11-19 | 0
2014-01-16 | 2147483647
2022-08-24 | 0.000001
2012-08-31 | 37945.550381
2021-08-08 | 2147483648
2012-08-19 | 1000000.50
2009-05-30 | 1000000.50
2021-08-10 | 0.000001
2012-01-09 | 0.000001
2023-10-15 | -1
2025-03-04 | 0
2019-03-15 | 57490.676426
2014-06-28 | 0
2010-03-21 | 2147483648
2022-04-13 | 2147483648
2012-08-01 | 68607.365128
2012-09-03 | 0.000001
2021-05-08 | 69705.743902
2022-08-25 | 2147483648
2018-01-14 | 74980.240789
2020-01-27 | 2147483648
2012-08-27 | 77983.015716
2011-12-22 | 0
2021-08-16 | 0.000001
2010-11-08 | 7892.709816
2025-01-06 | 22451.539137
2024-12-31 | 2147483647
2013-03-24 | 2147483647
2018-03-24 | 4597.242078
2013-03-03 | -1
2013-04-05 | 68322.421424
2025-08-01 | 0.000001
2011-09-29 | 35359.814427
2024-05-16 | 83566.509418
2013-07-24 | 1000000.50
2021-11-11 | 37969.42474
2025-12-10 | 61265.23615
2020-12-21 | 2147483648
2024-04-05 | 87313.507117
| 10
2025-11-15 | 92887.494737
2016-05-14 | 2147483647
2018-08-25 | 1000000.50
2020-02-05 | 0.000001
2018-03-06 | 13917.920878
2011-02-03 | 65939.264522
2022-10-13 | 9342.849754
2021-01-14 | 2147483647
2011-09-28 | 9167.351465
2025-07-11 | 0
2017-11-17 | 0.000001
2019-07-14 | 0.000001
2023-08-13 | 2147483648
2018-06-02 | 96118.506477
2022-11-21 | 1000000.50
2015-11-07 | -1
2010-09-15 | 93139.62467
2016-03-18 | 47562.908038
2019-10-28 | 2147483647
2010-01-16 | 0
2018-01-21 | -1
2023-04-23 | 10258.773653
2009-11-10 | 0.000001
2014-01-01 | 33197.269236
2014-07-21 | 48945.877697
2011-09-15 | 69403.103172
2010-10-01 | 37280.822946
2018-12-24 | 1000000.50
2013-04-29 | 2147483648
2014-07-20 | 0.000001
2009-12-20 | 2147483647
2015-01-16 | 95852.682121
2013-04-19 | 2147483648
2024-04-08 | 52983.855165
2015-04-22 | 53876.859217
2019-11-15 | -1
2016-11-04 | 82158.407111
2009-11-29 | 27911.23184
2017-05-05 | 2147483647
2014-10-13 | 1000000.50
2023-05-18 | 1000000.50
2019-04-19 | 0.000001
2021-01-04 | 57271.433336
2020-04-04 | 2147483647
2011-01-18 | 2147483648
2011-01-03 | 1
2022-10-13 | 8475.206015
2014-05-01 | 0.000001
2023-05-09 | 30966.139715
2021-04-03 | 2147483647
2019-05-11 | 2147483647
2023-11-08 | 52547.719885
2024-04-16 | 2691.620598
2016-01-22 | 2147483648
2009-09-16 | 94820.517596
2020-09-26 | -1
2010-03-07 | 2147483647
2016-03-16 | 0.000001
2015-06-29 | 26734.313954
2016-05-01 | 69776.868282
2020-02-10 | 51080.602913
2021-06-23 | 1000000.50
2011-02-29 | 10
2016-09-21 | 2147483647
2012-12-17 | 49959.787615
2022-09-22 | 0.000001
2012-07-13 | -1
2009-05-21 | 81315.72396
2016-06-25 | 2147483647
2013-06-20 | 85333.547333
2010-05-24 | -1
2014-11-28 | 36711.277029
2022-11-02 | 0.000001
2025-12-15 | 0.000001
2020-12-31 | 0
2021-07-02 | 13409.283765
2013-08-29 | 33060.368314
2012-01-02 | 1000000.50
2012-09-09 | 1000000.50
2017-11-07 | 1000000.50
2010-04-20 | 2147483648
2024-06-22 | 2147483648
2021-05-14 | 18196.321836
2009-07-24 | 0.000001
2017-08-11 | 2147483647
2021-12-01 | 2147483648
2011-01-03 |
2015-01-01 | 24791.895773
2019-02-25 | -1
2017-03-08 | 2147483647
2023-01-28 | 0
2020-03-03 | 28967.172783
2022-09-09 | 2147483647
2025-04-24 | 30163.039887
2020-08-20 | 2147483648
2011-04-19 | 0
2022-03-02 | 99890.233334
2018-08-19 | 1000000.50
2013-11-15 | 0
2021-11-05 | -1
2018-08-22 | 2147483647
2023-03-20 | -1
2010-09-01 | 0
2016-03-25 | -1
2025-07-26 | 27649.969932
2019-10-07 | 44535.802903
2011-01-03
2018-03-20 | 0
2017-07-06 | 10074.791607
2011-04-04 | 2147483648
2020-01-04 | 2147483647
2024-04-08 | 2147483648
2015-06-12 | -1
2024-12-07 | 2147483647
2017-06-08 | 0.000001
2018-07-25 | -1
2012-09-10 | 215.547814
2023-04-06 | 43497.742792
2024-04-16 | 75087.78245
2023-05-22 | 6323.768444
2016-03-29 | 0.000001
2010-12-23 | 1000000.50
2010-07-17 | 20715.744963
2014-08-11 | 0
2018-09-10 | 1000000.50
2023-02-09 | 77460.615237
2022-12-16 | 2696.654921
2025-02-12 | 2147483647
2010-01-27 | 1000000.50
2019-01-02 | 2147483647
2012-07-02 | 2147483647
2025-04-14 | 0.000001
2009-06-16 | 15238.243055
2018-05-19 | 2147483648
2016-03-04 | -1
2015-01-14 | 51328.128243
2012-07-01 | -1
2012-04-14 | 0.000001
2011-02-28 | 74459.3246
2018-08-19 | 42902.55057
2013-03-23 | 54212.464731
2018-02-28 | 1000000.50
2013-07-05 | 2147483647
2023-12-16 | 0
2013-01-31 | 31821.698004
2023-09-10 | 0
2010-04-05 | 0.000001
2017-01-30 | 55749.15325
2018-12-14 | 2147483647
2020-06-20 | 2147483648
2015-11-03 | 2147483647
2020-08-15 | 2147483647
2010-08-24 | 0
2019-05-28 | -1
2013-05-21 | 10697.245688
2017-02-17 | 28860.176818
2020-11-23 | 0
2010-08-14 | 2147483647
2009-12-16 | 7836.86143
2009-01-29 | 0
2011-01-15 | 96317.125196
2023-01-28 | 2147483647
2020-07-16 | -1
2025-12-08 | 54661.518204
2013-10-02 | 2147483648
2014-09-28 | 2147483648
2022-12-23 | 1000000.50
2012-07-28 | 2147483647
2012-11-11 | 0.000001
2014-08-16 | -1
2019-02-02 | 65183.748946
2015-08-15 | 1000000.50
2021-07-08 | -1
2014-01-15 | -1
2011-03-24 | -1
2014-04-16 | 99452.535179
2010-05-12 | 72821.361562
2012-01-10 | 55929.622138
2009-08-24 | 85095.285122
2025-08-13 | 256.860578
2019-09-12 | -1
2014-01-28 | 0.000001
2009-02-01 | 8762.845054
2023-10-12 | -1
2010-10-21 | 3986.08802
2017-01-28 | 44749.984425
2017-09-07 | 41863.213307
2014-06-21 | 0
2022-05-23 | 61130.846001
2025-12-25 | 17287.905552
2017-06-27 | 0.000001
2015-11-30 | 0
2025-06-05 | 27532.453533
2018-10-24 | -1
2014-11-21 | 15527.444647
2009-07-13 | 2147483648
2023-11-07 | 48032.844942
2023-02-16 | 19443.53173
2019-07-07 | 0.000001
2012-03-18 | 2147483648
2021-01-06 | 0.000001
2023-05-06 | -1
2010-03-30 | -1
2013-10-21 | 1000000.50
2012-03-19 | 65734.46691
2016-10-21 | 1000000.50
2023-07-09 | 2244.613591
2011-08-09 | 2147483647
2015-03-24 | -1
2009-01-01 | 42.42
2024-07-17 | 0
2010-09-04 | 2147483648
2018-03-07 | 72203.813237
2010-07-15 | 2147483647
2022-03-07 | 0.000001
2017-02-09 | 22424.169282
2022-08-07 | 13978.107179
2020-02-07 | 11274.375133
2011-06-24 | 61772.945213
2014-01-16 | 28867.038127
2023-08-15 | 0
2011-08-28 | 2147483648
2023-07-10 | 2147483648
2011-05-15 | 35796.343008
2016-02-11 | -1
2017-07-18 | 53055.688438
2017-11-16 | 1000000.50
2017-10-24 | 2147483648
2010-11-29 | 2147483648
2025-09-07 | -1
2024-03-06 | 8693.892394
2024-06-02 | 0.000001
2025-05-26 | 64828.537388
2018-10-26 | 26830.947175
2014-07-05 | -1
2010-07-09 | 54408.200552
2016-10-24 | 0.000001
2023-06-07 | 2147483647
2009-11-10 | -1
2021-04-01 | 89781.135762
2021-09-22 | -1
2025-08-04 | 31667.829701
2022-08-08 | 83283.891639
2017-10-27 | 45723.069647
2013-12-21 | 69178.718612
2016-09-27 | 79265.747417
2017-05-22 | 0
2016-01-29 | -1
2021-12-01 | 17453.891828
2022-12-24 | 26452.077209
2011-12-16 | 0
2023-07-31 | 0.000001
2020-06-17 | 0.000001
2019-02-08 | -1
2021-12-07 | 22398.499693
2012-11-24 | 2147483647
2014-08-07 | -1
2017-08-09 | 2147483648
2013-12-21 | 1000000.50
2010-11-13 | -1
2009-05-13 | 0.000001
2010-09-15 | 1000000.50
2021-07-03 | 2147483648
2023-11-19 | 1000000.50
2020-11-16 | 1000000.50
2009-11-17 | 2147483648
2009-08-21 | -1
2009-04-11 | 2147483648
2024-02-10 | 97104.024764
2016-02-20 | 70522.79105
2012-02-06 | 60252.448942
2023-08-09 | 13612.455797
2024-06-25 | -1
2011-02-05 | 2147483648
2012-02-20 | -1
2016-01-14 | 0
2011-07-29 | 1000000.50
2015-04-26 | 38141.363634
2009-07-21 | 10454.944755
2023-09-15 | 57763.44381
2020-01-05 | 2147483647
2025-12-07 | 11381.759673
2013-07-16 | 85959.170605
2020-09-24 | 78298.712325
2022-03-27 | 2147483648
2019-05-31 | 39694.233782
2013-08-22 | 38947.687372
2010-05-02 | 35081.554387
2021-09-11 | 0
2011-01-03 | -0.5
2021-05-19 | 2147483647
2009-12-11 | 0.000001
2024-01-13 | 0.000001
2009-04-09 | 1000000.50
2014-05-09 | 0
2010-11-02 | 1938.338511
2017-12-05 | 28648.787145
2019-04-04 | 1000000.50
2020-11-30 | 56592.810532
2010-12-04 | 29537.955117
2023-01-01 | 0.000001
2013-09-08 | 1000000.50
2013-11-15 | -1
2017-07-12 | 2147483647
2012-12-19 | 1000000.50
2011-12-19 | 1000000.50
2021-12-14 | 0.000001
2012-05-02 | 1000000.50
2014-06-22 | 2147483647
2023-02-19 | 43302.509134
2012-09-14 | 0.000001
2023-09-06 | -1
2013-02-12 | 0.000001
2015-05-07 | 40876.945637
2025-11-20 | 57525.489632
2015-06-29 | -1
2012-01-28 | 1000000.50
2014-09-28 | 0
2024-09-29 | 91279.6897
2023-03-20 | 1000000.50
2009-04-08 | 0
2022-01-23 | 25882.072646
2021-12-18 | 11782.86922
2025-09-03 | 89463.750549
2013-05-02 | 2147483647
2016-03-09 | 8234.553981
2015-11-01 | 0
2023-06-03 | 14287.167615
2015-07-03 | 0.000001
2023-01-10 | 0.000001
2013-09-30 | 32684.58722
2014-12-17 | 2147483647
2020-03-05 | 46681.517106
2013-03-02 | 63550.167851
2012-12-02 | 0
2011-02-18 | 0
2015-07-17 | 78450.723884
2014-11-18 | 2147483648
2025-01-28 | 1000000.50
2024-08-21 | 0.000001
2021-08-28 | 0
2019-03-04 | 60883.244354
2009-08-26 | 2147483647
2022-05-07 | 92119.253685
2021-08-15 | -1
2016-03-12 | 1000000.50
2011-07-06 | 1000000.50
2010-07-11 | 2147483647
2010-02-25 | 0.000001
2014-08-30 | 1000000.50
2024-10-11 | 1000000.50
2010-12-01 | -1
2011-06-20 | 2147483648
2016-09-09 | 2147483648
2023-02-25 | 1000000.50
2015-01-09 | 67367.195327
2011-03-23 | 1000000.50
2025-10-29 | 2147483647
2024-12-10 | 63277.066765
2012-02-04 | 38371.002447
2021-01-11 | 14018.238308
2010-06-21 | 2147483648
2018-06-02 | 34089.604768
2025-03-05 | 28492.088151
2019-05-19 | 55431.641591
2021-07-01 | 16.981546
2010-08-20 | 2147483648
2016-06-05 | 1000000.50
2011-09-22 | 13333.919222
2021-02-12 | 0.000001
2009-11-23 | 0
2012-10-04 | 1000000.50
2016-01-31 | 95544.569158
2021-04-13 | -1
2015-05-08 | 46625.051422
2024-01-09 | 1000000.50
2011-05-21 | 0
2012-08-01 | 1000000.50
2012-07-17 | 65289.283241
2010-12-12 | 66925.588648
2012-01-12 | 0.000001
2016-10-21 | 41652.177097
2012-01-11 | 1
2025-09-24 | 4551.694923
2025-11-18 | 53049.894256
2015-03-01 | 5617.22146
2012-09-29 | 1000000.50
2024-05-07 | 80552.798309
2021-03-19 | 1000000.50
2017-03-29 | 26672.076913
2012-12-10 | 8197.378489
2016-07-30 | 88797.405504
2024-01-23 | 95035.513496
2019-04-05 | 74251.827768
2024-12-15 | 1000000.50
2011-06-05 | 2567.852293
2023-04-30 | 0.000001
2016-12-20 | 2147483648
2011-11-10 | 2147483647
2014-10-07 | 96738.407943
2012-01-21 | 10897.292282
2015-09-18 | 2147483647
2014-05-10 | 0.000001
2014-10-17 | 2147483647
2020-03-24 | 2147483647
2017-03-03 | 6997.390413
2023-04-03 | 90938.764749
2017-04-05 | 97185.774797
2009-03-08 | -1
2012-02-28 | 1000
2018-07-15 | -1
2011-03-11 | 72199.397108
2022-12-03 | 1000000.50
2025-02-10 | 1000000.50
2023-07-21 | 1000000.50
2016-05-16 | 1000000.50
2021-05-21 | 0
2017-08-02 | 17280.729455
2016-10-26 | -1
2012-05-27 | 2147483647
2010-10-18 | 1000000.50
2010-10-25 | 33262.951365
2016-03-15 | -1
2014-07-26 | 0
2013-07-22 | 86884.997443
2015-04-24 | 59751.881126
2021-12-10 | 0
2013-11-15 | 44469.591531
2015-07-10 | -1
2017-10-04 | 0.000001
2019-05-27 | 0
2017-04-03 | 88948.652806
2025-01-13 | 82842.68728
2025-01-21 | 11402.344695
2017-11-27 | 0
2010-08-24 | 21315.439095
2015-03-14 | 1015.121342
2022-11-24 | 32800.634902
2016-11-02 | 1000000.50
2010-08-16 | 29425.189504
2015-12-14 | -1
2013-09-23 | 41658.6842
2025-09-22 | -1
2009-12-09 | 0
2013-12-12 | 0.000001
2015-05-24 | 2147483647
2012-04-14 | 0
2014-01-17 | 0.000001
2023-09-14 | 99746.909983
2021-07-02 | 1000000.50
2012-07-10 | 2147483648
2024-01-25 | -1
2019-06-07 | 44215.985509
2012-11-24 | 7506.496139
2021-09-10 | -1
2015-03-11 | 35312.772804
2022-01-22 | 2147483648
2010-10-18 | 80101.996891
2021-03-04 | 41577.429253
2021-04-11 | 0.000001
2017-04-13 | 55252.514149
2018-07-15 | 2147483648
2009-10-17 | 80311.550615
2019-06-04 | 98789.245428
2018-12-16 | 16725.35707
2021-03-28 | 2147483647
2019-12-26 | 2147483647
2024-12-26 | 0.000001
2022-11-29 | 80407.648155
2010-09-10 | 80802.226393
2018-04-20 | 1000000.50
2019-05-14 | 2147483648
2013-09-25 | 87636.763884
2019-03-06 | 0
2020-03-23 | 49379.526997
2011-08-02 | 96289.329658
2021-04-20 | 1000000.50
2014-04-24 | 0.000001
2021-10-29 | 23356.25227
2012-01-23 | 79677.045737
2022-12-24 | 11881.110784
2024-05-14 | 1000000.50
2023-11-25 | 1000000.50
2010-05-15 | 94852.026017
2023-02-23 | 53398.263436
2024-12-19 | 2147483647
2017-10-20 | -1
2021-12-26 | 3974.175831
2020-05-02 | 2653.606703
2011-04-20 | -1
2024-08-29 | 34025.058249
2021-07-08 | 82202.653406
2017-07-12 | 70367.129302
2017-01-11 | 29535.127147
2024-12-25 | 76711.002395
2017-11-12 | 58608.02066
2024-11-14 | 99098.602355
2011-04-07 | 3357.63724
2009-07-31 | -1
2017-08-15 | 61396.562932
2021-10-27 | 2147483647
2014-02-19 | 8933.117206
2021-05-20 | 1000000.50
2015-08-21 | 0.000001
2020-03-06 | 1000000.50
2010-07-15 | 56329.125814
2013-06-24 | 1000000.50
2024-01-14 | 2147483648
2022-07-07 | 2147483647
2011-12-22 | -1
2019-10-21 | 2147483647
2024-02-03 | 0.000001
2017-08-19 | 24716.226639
2010-05-12 | 27588.151327
2021-05-04 | 1000000.50
2012-05-20 | 0
2012-11-30 | -1
2024-09-25 | 2147483647
2012-05-19 | 1000000.50
2019-09-09 | 1000000.50
2017-03-04 | 2147483648
2018-04-19 | 2147483647
2024-12-19 | 63258.332125
2015-08-07 | 17742.598075
2010-12-03 | 81602.327182
2024-02-13 | 0
2019-05-22 | 0
2019-04-25 | -1
2025-01-01 | 2147483647
2024-05-10 | 98081.918771
2010-01-07 | 0
2017-05-25 | 2147483647
2011-01-30 | 9671.646716
2023-03-16 | 12321.927801
2021-08-13 | 96778.619177
2024-01-13 | 0
2025-08-25 | 2147483647
2012-01-30 | -1
2025-10-15 | 29891.320506
2011-08-03 | 2147483648
2013-11-17 | -1
2011-09-27 | 2147483648
2014-04-08 | 2147483648
2023-07-04 | -1
2015-04-21 | 0
2019-09-30 | 0
2020-04-06 | 90045.507143
2010-07-25 | 2147483647
2011-04-01 | 33029.369046
2010-07-05 | 2147483648
2016-01-15 | 2147483647
2021-03-08 | 18160.382045
2017-03-21 | 2147483648
2010-01-14 | 2147483648
2013-12-03 | 84650.510581
2024-06-25 | 1000000.50
2014-11-27 | -1
2011-06-15 | 2147483648
2015-12-12 | 37667.936839
2014-11-02 | 2147483647
2010-01-31 | -1
2023-07-13 | 2147483647
2014-08-22 | 2147483648
2015-10-26 | -1
2020-09-27 | 2147483647
2010-02-03 | 0
2022-10-02 | 0.000001
2024-03-13 | 15797.570627
2012-01-10 | -1
2025-06-18 | 0.000001
2014-04-24 | 2628.412418
2019-08-01 | 35743.295693
2019-06-10 | 0.000001
2022-11-26 | 47313.373378
2016-03-11 | 94727.892729
2011-11-01 | 66945.887767
2012-08-16 | 55168.046596
2022-01-26 | 2147483647
2011-07-03 | 0.000001
2016-02-25 | 40825.9236
2012-05-23 | -1
2013-03-04 | -1
2019-03-12 | 52431.85824
2020-05-01 | 2147483647
2025-06-10 | -1
2012-08-25 | 7370.948219
2019-03-06 | 1000000.50
2021-02-22 | 0
2022-05-07 | 0.000001
2009-06-12 | 12123.757709
2011-03-04 | 37319.8399
2018-08-21 | 2147483648
2011-04-15 | 0.000001
2010-09-07 | 0
2017-02-06 | 0.000001
2024-08-23 | 2147483647
2010-08-29 | 99070.061537
2013-10-17 | 47318.623859
2015-11-02 | 2147483648
2023-02-06 | 88545.175939
2019-07-30 | 0
2022-11-25 | 1000000.50
2019-12-31 | 7349.080842
2023-09-09 | 30937.072261
2014-09-10 | 0.000001
2012-02-28 | 2147483648
2020-04-20 | 2147483648
2009-06-02 | 63162.65313
2022-02-11 | -1
2020-06-12 | 80869.210231
2015-05-30 | 2147483648
2023-03-25 | 82934.810644
2016-07-07 | 0.000001
2019-03-05 | 41598.970866
2022-02-02 | 36199.650751
2013-09-29 | 2147483647
2013-06-12 | 37223.980659
2010-12-14 | 55636.424833
2021-08-06 | 32964.604845
2019-03-14 | 32728.934743
2014-06-14 | 80749.701702
2022-07-21 | 0
2024-06-24 | 2147483647
2021-05-28 | 43184.800305
2021-01-30 | 0.000001
2009-02-28 | 65454.615535
2015-06-06 | 0.000001
2015-10-30 | 11612.056911
2011-02-05 | 37926.408431
2012-10-25 | 16090.457882
2016-02-19 | 27195.594464
2010-05-13 | 1000000.50
2017-07-31 | 1000000.50
2014-06-09 | 1000000.50
2014-06-26 | -1
2020-05-21 | -1
2011-09-16 | 2147483648
2009-08-23 | 0
2012-06-21 | 22424.494668
2019-07-22 | 0
2013-01-21 | 80904.373873
2016-10-05 | 89492.592733
2010-04-12 | 1000000.50
2024-03-10 | 0.000001
2020-09-08 | 0.000001
2022-01-19 | 40513.452704
2017-06-20 | 8025.00846
2009-05-17 | 1000000.50
2025-03-09 | 0.000001
2012-06-27 | 2147483648
2016-11-11 | 0.000001
2022-07-11 | 0
2016-11-05 | 0.000001
2019-02-08 | 65845.672915
2016-09-11 | 78427.00191
2009-03-05 | 74701.414873
2014-07-12 | -1
2014-11-27 | 46505.800965
2017-11-24 | 2147483648
2021-06-12 | 2147483647
2013-03-26 | 29554.212169
2021-05-04 | 1000000.50
2009-01-09 | 2147483648
not-a-date | 10
2019-05-05 | 0
2013-02-08 | 1000000.50
2020-10-05 | 0
2022-12-05 | 0.000001
2024-04-19 | 2147483648
2011-01-03 | 999999999999
2022-05-31 | 1000000.50
2019-08-10 | 68144.235191
2019-05-02 | 1000000.50
2016-12-12 | 0.000001
2023-06-07 | 0
2018-07-23 | 25363.280087
2017-09-17 | 0.000001
2020-03-23 | -1
2010-01-20 | 1000000.50
2024-05-22 | 0.000001
2014-12-11 | -1
2021-02-05 | 0
2015-04-28 | 21062.973374
2018-07-02 | 8242.790368
2012-12-05 | 88224.498494
2010-11-04 | 0.000001
2024-12-07 | 0.000001
2020-10-20 | 2147483648
2012-07-12 | 0.000001
2025-10-19 | 0.000001
2020-02-28 | 5000
2020-11-23 | 0
2018-10-02 | 2147483647
2019-08-07 | 2147483647
2022-07-29 | 95485.840143
2021-05-30 | 57914.296812
2015-09-24 | 2147483647
2019-04-04 | -1
2010-11-02 | 44674.803282
2017-12-29 | -1
2013-12-11 | 2147483648
2011-01-11 | 2147483647
2016-03-03 | 2147483647
2017-03-30 | 22084.931788
2015-08-07 | 80479.685033
2009-09-02 | -1
2017-04-23 | 0
2014-11-09 | 2147483647
2023-03-21 | 5412.804335
2016-08-05 | 69270.462932
2014-05-14 | 0.000001
2015-05-01 | 0.000001
2019-08-17 | 45698.861358
2022-11-24 | -1
2021-02-28 | 0
2022-04-11 | 15419.435146
2010-01-07 | 34452.893211
2016-06-06 | -1
2011-08-29 | 76444.346888
2021-12-13 | -1
2021-08-23 | 0
2016-03-12 | -1
2018-09-30 | -1
2025-10-14 | 1000000.50
2022-05-22 | 26553.051043
2016-11-26 | 1000000.50
2018-03-09 | 7375.080554
2013-04-28 | 2147483647
2017-03-25 | 82261.094554
2009-08-11 | -1
2013-06-16 | 1000000.50
2019-06-26 | 2147483647
2021-12-16 | 1000000.50
2024-08-22 | 1000000.50
2009-02-16 | 1000000.50
2011-07-23 | -1
2012-03-12 | 0.000001
2011-11-17 | 2147483648
2023-11-01 | 2147483648
2009-03-01 | 37364.393916
2017-03-10 | 27962.960392
2020-09-09 | 2147483648
2015-02-14 | 48564.204523
2020-09-10 | 62674.847431
2009-02-13 | -1
2015-09-09 | 0.000001
2023-12-02 | 0.000001
2009-04-14 | 82233.093586
2016-09-23 | 2147483647
2013-11-23 | 30214.516106
2024-12-15 | 85116.606297
2016-07-17 | 0.000001
2013-06-23 | 0
2020-05-05 | 37320.075537
2023-01-08 | 66118.307674
2009-07-27 | 14532.67971
2022-10-23 | 23928.214202
2022-06-03 | 40864.676382
2021-08-11 | 4770.939931
2020-03-06 | 0.000001
2023-08-28 | -1
2011-06-09 | 0
2023-06-02 | 2147483647
2012-08-20 | 1000000.50
2019-09-26 | 2147483647
2016-03-27 | 5085.553611
2022-11-12 | 83202.592987
2024-01-17 | 52771.506686
2018-07-23 | 2147483647
2015-01-08 | 14593.490605
2020-10-01 | -1
2025-06-20 | 1000000.50
2020-08-03 | 0.000001
2021-05-30 | 0
2019-12-25 | -1
2022-08-24 | 2147483647
2025-10-10 | 52093.573954
2015-10-26 | 0.000001
2023-05-20 | 87411.695764
2014-02-11 | 2147483647
2011-03-01 | 14889.757085
2020-02-17 | 51078.192835
2011-01-03 | 2
2018-03-22 | 86383.676199
2020-04-09 | 1000000.50
2012-07-29 | -1
2022-08-04 | -1
2020-10-16 | 47832.012878
2011-04-29 | 50741.259623
2011-03-11 | 12794.42269
2016-03-04 | 8057.77496
2025-03-06 | 0
2010-02-08 | 39919.135963
2010-07-20 | 3173.496785
2018-05-01 | -1
2021-11-12 | 16112.922425
2009-02-12 | 0.000001
2023-12-17 | -1
2024-11-24 | -1
2024-09-24 | 79146.626522
2023-04-07 | 0
2011-03-05 | 0
2010-04-04 | 2147483647
2021-09-24 | 8495.713148
2022-03-23 | 35153.570523
2014-04-10 | -1
2013-08-23 | 2147483647
2009-05-09 | 2147483648
2015-02-17 | 0.000001
2018-01-27 | 28951.527663
2022-03-24 | 16898.482499
2014-07-26 | 60099.910166
2010-02-27 | 2147483648
2014-02-19 | 58712.2973
2016-08-09 | 93894.857306
2019-02-08 | 22813.846704
2025-07-12 | -1
2013-03-11 | 69206.852191
2025-04-07 | 2147483648
2014-06-13 | 0.000001
2020-05-18 | 53233.987664
2015-12-31 | 67734.731912
2012-12-06 | 43897.210464
2017-04-10 | 2147483647
2014-04-22 | 31800.443649
2011-01-03 | 3
2023-01-09 | 0
2019-11-14 | 2147483647
2025-07-13 | 0
2011-07-15 | 2147483648
2014-11-28 | 2147483648
2022-10-10 | 2147483647
2010-02-16 | 0.000001
2020-11-30 | 2147483647
2019-01-07 | 48434.143712
2014-04-24 | 2147483647
2018-06-28 | 66187.134576
2016-07-29 | 57793.368247
2019-02-02 | 0.000001
2023-08-30 | 1000000.50
2013-02-28 | 0
2016-09-25 | 2147483648
2018-06-18 | 57163.761671
2025-05-07 | 0
2017-12-07 | 1000000.50
2017-08-04 | 57202.32826
2020-03-16 | 7101.209459
2022-10-22 | 30094.994447
2013-02-15 | 42394.293802
2014-11-07 | 2147483648
2024-10-16 | 21457.050397
2018-08-23 | -1
2024-05-11 | 8959.473917
2021-03-05 | 18977.591724
2025-05-07 | 60497.917196
2023-05-23 | 39967.844439
2009-03-16 | 2147483648
2013-06-05 | 2147483647
2021-07-31 | 1000000.50
2013-07-04 | 31418.334978
2014-07-14 | 59380.643866
2024-02-03 | 0.000001
2016-06-01 | 2147483647
2023-07-10 | 2147483647
2024-06-17 | -1
2020-07-27 | 0
2021-05-05 | 0.000001
2010-06-13 | 2147483648
2023-11-18 | -1
2011-12-24 | 22619.093884
2012-07-18 | 45651.819032
2024-11-18 | 12658.304719
2019-04-17 | 89652.383309
2025-09-14 | 52092.630082
2021-08-14 | 2147483648
2025-03-26 | 87327.967473
2018-09-04 | 2147483647
2014-02-26 | 2147483648
2015-07-06 | 86416.386395
2010-08-31 | 1000000.50
2016-08-18 | 14366.87768
2015-09-22 | 78266.66459
2015-12-16 | 72995.840444
2018-03-21 | 0.000001
2024-12-02 | 2147483647
2020-03-01 | 5000
2022-05-07 | -1
2013-07-10 | 0
2012-12-11 | 0
2023-03-03 | 2147483647
2017-07-09 | 83336.273195
2015-02-08 | 49199.606483
2024-07-21 | 15239.504681
2018-11-28 | 1000000.50
2017-09-15 | 91790.195224
2012-10-01 | 27596.194401
2019-02-03 | 1000000.50
2019-08-19 | 2147483647
2019-02-02 | 1000000.50
2025-08-15 | 0
2022-10-19 | 2147483647
2024-01-25 | 42354.066001
2011-10-28 | 23267.470759
2022-11-10 | 91275.146346
2022-07-06 | 2147483647
2021-06-08 | 2147483647
2011-01-17 | 38752.717827
2017-04-11 | 2147483648
2024-06-27 | 2147483648
2013-09-22 | 2147483647
2018-12-10 | 2147483647
